scan time,real time,dp,SMPS Count,CCNC Count,Ave Size
133,10:20:11,167.52639496672165,3915,667.11,4.867411699779249
134,10:20:12,173.66916598829374,2517,809.11,4.733257229832573
135,10:20:13,180.1568740626446,1540,1173.30,4.542773645058449
1,10:20:14,3.136194669945977,959,1704.65,4.373612960497115
2,10:20:15,3.2280203315631093,605,2007.16,4.3427475592747555
3,10:20:16,3.3222561483879334,420,1931.27,4.300493325594893
4,10:20:17,3.4191257933369013,287,1542.26,4.3035
5,10:20:18,3.520248782558142,232,894.15,4.529569892473118
6,10:20:19,3.6226633256357776,163,333.13,4.567164179104478
7,10:20:20,3.728434194024846,159,119.93,4.835714285714285
8,10:20:21,3.8373637512611545,139,31.20,5.083333333333333
9,10:20:22,3.94858579991357,111,13.52,4.8125
10,10:20:23,4.0639030745829245,101,7.16,5.068181818181818
11,10:20:24,4.1824850588853835,103,9.82,4.916666666666667
12,10:20:25,4.306154597602735,94,5.37,5.5
13,10:20:26,4.431201718865597,70,3.55,4.25
14,10:20:27,4.559533123617437,88,1.78,5.5
15,10:20:28,4.692736767540751,80,1.77,5.125
16,10:20:29,4.83003924626866,67,3.57,5.25
17,10:20:30,4.969549938569201,64,1.79,5.25
18,10:20:31,5.116045712906061,62,1.79,5.25
19,10:20:32,5.264949105911334,57,4.46,5.75
20,10:20:33,5.419588597816196,57,0.89,5.25
21,10:20:34,5.580308138203357,59,3.56,5.25
22,10:20:35,5.738815271375464,60,1.79,0
23,10:20:36,5.908794053465353,55,0.00,5.25
24,10:20:37,6.078180174004195,52,2.70,0
25,10:20:38,6.257901442244219,63,0.00,5.5
26,10:20:39,6.439491601487785,48,1.81,0
27,10:20:40,6.62804718172043,46,0.00,5.25
28,10:20:41,6.824008224864868,52,1.79,5.25
29,10:20:42,7.018070857905971,56,0.90,5.75
30,10:20:43,7.229093148535564,48,0.89,5.5
31,10:20:44,7.438231446766173,67,1.79,5.25
32,10:20:45,7.6565686769230785,46,0.89,5.75
33,10:20:46,7.881270541703243,64,0.89,5.25
34,10:20:47,8.1102275628692,62,0.89,4.75
35,10:20:48,8.353758153679653,88,1.78,5.25
36,10:20:49,8.592743454125408,88,1.78,4.25
37,10:20:50,8.848181578730905,92,0.90,5.25
38,10:20:51,9.106210186304137,111,0.89,5.125
39,10:20:52,9.375921579313344,117,3.58,0
40,10:20:53,9.648037632352935,140,0.00,5.25
41,10:20:54,9.930301019821604,178,0.90,6.25
42,10:20:55,10.225112247787608,209,0.89,0
43,10:20:56,10.522483476808457,235,0.00,5.083333333333333
44,10:20:57,10.830863436871278,242,2.70,5.25
45,10:20:58,11.149840254545454,281,0.89,5.25
46,10:20:59,11.478586911829865,369,0.89,0
47,10:21:00,11.815344872851798,400,0.00,5.25
48,10:21:01,12.160523274534308,463,0.89,5.25
49,10:21:02,12.520219389931574,534,0.89,0
50,10:21:03,12.887150023176552,602,0.00,5.25
51,10:21:04,13.266611625036843,649,0.90,0
52,10:21:05,13.658324030133507,815,0.00,5.25
53,10:21:06,14.059532928604018,847,0.90,5.25
54,10:21:07,14.473741636923538,1068,0.89,0
55,10:21:08,14.901437919514443,1164,0.00,0
56,10:21:09,15.341375873640297,1308,0.00,0
57,10:21:10,15.793539731555523,1419,0.00,0
58,10:21:11,16.260294404545032,1708,0.00,0
59,10:21:12,16.738906095211295,1818,0.00,5.0
60,10:21:13,17.23457493460945,2123,1.79,5.0
61,10:21:14,17.744968145210017,2285,1.78,0
62,10:21:15,18.27036622267314,2531,0.00,0
63,10:21:16,18.8122997688591,2759,0.00,0
64,10:21:17,19.36963650379756,3094,0.00,5.25
65,10:21:18,19.944257352658344,3380,0.89,0
66,10:21:19,20.53541163325851,3704,0.00,0
67,10:21:20,21.145292116819746,4040,0.00,0
68,10:21:21,21.774073501570992,4410,0.00,4.75
69,10:21:22,22.42171763886009,4820,0.89,4.75
70,10:21:23,23.09054360643387,5038,1.78,4.85
71,10:21:24,23.77937491157193,5495,4.47,4.45
72,10:21:25,24.488165509532163,5872,4.47,4.5
73,10:21:26,25.218769294948345,6333,3.56,4.75
74,10:21:27,25.973550739681798,6637,4.48,4.980769230769231
75,10:21:28,26.74942239939812,7128,11.58,4.805555555555555
76,10:21:29,27.551859919868033,7388,8.05,5.041666666666667
77,10:21:30,28.376888364561864,7913,10.72,4.533783783783784
78,10:21:31,29.22978591905487,8232,33.23,4.545918367346939
79,10:21:32,30.107648211629435,8697,43.77,4.495454545454545
80,10:21:33,31.015071441874056,9022,147.24,4.380794701986755
81,10:21:34,31.94892382240447,9549,269.62,4.458661417322834
82,10:21:35,32.912492476184944,9624,454.57,4.303691275167785
83,10:21:36,33.906916980590495,9947,805.27,4.3704238921001926
84,10:21:37,34.93459702512718,10333,930.11,4.325210084033613
85,10:21:38,35.989486553967176,10799,1062.74,4.340022505626407
86,10:21:39,37.08413789999851,10915,1195.73,4.393098782138025
87,10:21:40,38.207953699919706,11162,1330.28,4.458252740167634
88,10:21:41,39.374486249375316,11115,1390.22,4.500311720698255
89,10:21:42,40.57264413287423,11426,1436.18,4.54052077238151
90,10:21:43,41.81196609888185,11956,1512.62,4.561092342342342
91,10:21:44,43.09281970952327,11842,1587.76,4.592324805339266
92,10:21:45,44.413385463109606,12010,1614.58,4.603862212943633
93,10:21:46,45.77649541789789,11872,1711.36,4.579089128305583
94,10:21:47,47.186137662501125,11852,1831.44,4.589487936976859
95,10:21:48,48.64000116408118,12070,1822.13,4.601983002832861
96,10:21:49,50.14539341294533,11930,1888.04,4.606199428843408
97,10:21:50,51.69710426802806,11809,1887.83,4.6046789617486334
98,10:21:51,53.301915402827525,11850,1966.55,4.545718108831401
99,10:21:52,54.959784976195685,11556,2010.51,4.5789124668435015
100,10:21:53,56.67345907768574,11559,2021.63,4.533161068044789
101,10:21:54,58.446246562862186,11245,2075.89,4.559701492537314
102,10:21:55,60.2807540228748,11138,2031.90,4.578975567938277
103,10:21:56,62.173541357837564,10600,2090.19,4.597045951859956
104,10:21:57,64.13833099012832,10570,2038.46,4.580170883266756
105,10:21:58,66.16723907903133,10136,2008.68,4.57233176168024
106,10:21:59,68.26434799062577,9830,2089.55,4.629480286738351
107,10:22:00,70.44022535479226,9257,1995.13,4.630107768298159
108,10:22:01,72.68982811177547,8873,1990.66,4.65306803023566
109,10:22:02,75.01864527399245,8579,2013.09,4.661549037580202
110,10:22:03,77.4369083491084,8027,1956.40,4.696153846153846
111,10:22:04,79.93324038385029,7701,1858.12,4.674718574108818
112,10:22:05,82.52745251723226,7162,1905.45,4.698638931689779
113,10:22:06,85.21768745295157,6982,1743.57,4.723697916666667
114,10:22:07,88.0013807067664,6473,1713.10,4.741781548250265
115,10:22:08,90.88852465839297,5922,1692.56,4.796789989118607
116,10:22:09,93.8922228619082,5462,1645.45,4.827415599534342
117,10:22:10,97.00267026760807,5353,1541.56,4.853654883163571
118,10:22:11,100.23054616673521,4866,1493.93,4.920668397144711
119,10:22:12,103.58761519229904,4619,1373.06,4.900905432595573
120,10:22:13,107.06504098228542,4387,1331.75,4.9098966026587885
121,10:22:14,110.6875948609987,4078,1211.23,4.8813169984686064
122,10:22:15,114.46486055046971,3683,1168.65,4.9425956738768715
123,10:22:16,118.36182832507062,3665,1072.96,5.0078671328671325
124,10:22:17,122.45185475739504,3446,1021.50,5.028532608695652
125,10:22:18,126.77976920754979,3814,989.10,5.042338709677419
126,10:22:19,131.26256713400025,5219,890.12,4.9700647249190935
127,10:22:20,135.85252362455702,7372,828.62,4.971052631578948
128,10:22:21,140.5697134530618,9190,764.85,5.1332908163265305
129,10:22:22,145.50915042318064,9874,697.28,5.172727272727273
130,10:22:23,150.66410206898146,9637,688.60,5.196527777777778
131,10:22:24,156.03745221900246,8126,640.17,5.2245179063360885
132,10:22:25,161.64296142969562,5839,649.35,5.164050822122571
133,10:22:26,167.52639496672165,3934,599.92,5.0342809364548495
134,10:22:27,173.66916598829374,2349,802.66,4.960466004583652
135,10:22:28,180.1568740626446,1458,1170.62,4.796452702702703
1,10:22:29,3.136194669945977,947,1587.28,4.71708229426434
2,10:22:30,3.2280203315631093,647,1791.40,4.586956521739131
3,10:22:31,3.3222561483879334,405,1814.46,4.548227675528289
4,10:22:32,3.4191257933369013,279,1306.13,4.697218259629102
5,10:22:33,3.520248782558142,224,633.96,4.826923076923077
6,10:22:34,3.6226633256357776,206,231.00,5.060975609756097
7,10:22:35,3.728434194024846,157,73.30,5.0
8,10:22:36,3.8373637512611545,161,30.48,5.295454545454546
9,10:22:37,3.94858579991357,128,19.63,5.4375
10,10:22:38,4.0639030745829245,107,7.18,5.392857142857143
11,10:22:39,4.1824850588853835,94,6.24,5.125
12,10:22:40,4.306154597602735,98,3.57,5.25
13,10:22:41,4.431201718865597,82,5.37,0
14,10:22:42,4.559533123617437,93,0.00,0
15,10:22:43,4.692736767540751,73,0.00,5.0
16,10:22:44,4.83003924626866,72,1.79,5.416666666666667
17,10:22:45,4.969549938569201,80,2.68,5.25
18,10:22:46,5.116045712906061,67,2.68,0
19,10:22:47,5.264949105911334,64,0.00,5.25
20,10:22:48,5.419588597816196,50,2.69,5.25
21,10:22:49,5.580308138203357,57,0.90,5.75
22,10:22:50,5.738815271375464,46,0.89,5.75
23,10:22:51,5.908794053465353,58,0.89,5.75
24,10:22:52,6.078180174004195,59,1.78,0
25,10:22:53,6.257901442244219,51,0.00,5.75
26,10:22:54,6.439491601487785,48,0.90,4.75
27,10:22:55,6.62804718172043,45,0.89,5.0
28,10:22:56,6.824008224864868,51,1.79,0
29,10:22:57,7.018070857905971,56,0.00,0
30,10:22:58,7.229093148535564,51,0.00,5.75
31,10:22:59,7.438231446766173,50,0.89,0
32,10:23:00,7.6565686769230785,55,0.00,5.25
33,10:23:01,7.881270541703243,56,0.90,0
34,10:23:02,8.1102275628692,72,0.00,5.25
35,10:23:03,8.353758153679653,72,0.90,5.75
36,10:23:04,8.592743454125408,72,0.89,0
37,10:23:05,8.848181578730905,82,0.00,5.75
38,10:23:06,9.106210186304137,111,0.90,5.25
39,10:23:07,9.375921579313344,121,1.79,5.75
40,10:23:08,9.648037632352935,147,0.89,5.0
41,10:23:09,9.930301019821604,178,1.78,0
42,10:23:10,10.225112247787608,201,0.00,0
43,10:23:11,10.522483476808457,185,0.00,0
44,10:23:12,10.830863436871278,263,0.00,0
45,10:23:13,11.149840254545454,328,0.00,0
46,10:23:14,11.478586911829865,330,0.00,4.75
47,10:23:15,11.815344872851798,403,0.90,0
48,10:23:16,12.160523274534308,482,0.00,5.25
49,10:23:17,12.520219389931574,585,0.89,5.75
50,10:23:18,12.887150023176552,604,0.89,5.75
51,10:23:19,13.266611625036843,722,0.89,0
52,10:23:20,13.658324030133507,839,0.00,5.25
53,10:23:21,14.059532928604018,966,1.79,5.75
54,10:23:22,14.473741636923538,1062,0.89,0
55,10:23:23,14.901437919514443,1210,0.00,5.75
56,10:23:24,15.341375873640297,1351,0.90,5.75
57,10:23:25,15.793539731555523,1520,0.90,0
58,10:23:26,16.260294404545032,1737,0.00,0
59,10:23:27,16.738906095211295,1798,0.00,0
60,10:23:28,17.23457493460945,2122,0.00,5.25
61,10:23:29,17.744968145210017,2361,0.89,0
62,10:23:30,18.27036622267314,2551,0.00,5.25
63,10:23:31,18.8122997688591,2840,2.68,5.75
64,10:23:32,19.36963650379756,3115,0.89,0
65,10:23:33,19.944257352658344,3426,0.00,0
66,10:23:34,20.53541163325851,3702,0.00,0
67,10:23:35,21.145292116819746,4107,0.00,0
68,10:23:36,21.774073501570992,4359,0.00,4.583333333333333
69,10:23:37,22.42171763886009,4835,2.69,5.0
70,10:23:38,23.09054360643387,5241,1.79,4.75
71,10:23:39,23.77937491157193,5494,6.22,4.75
72,10:23:40,24.488165509532163,5942,2.67,4.666666666666667
73,10:23:41,25.218769294948345,6155,5.35,4.9375
74,10:23:42,25.973550739681798,6641,7.14,4.714285714285714
75,10:23:43,26.74942239939812,7127,12.54,4.788461538461538
76,10:23:44,27.551859919868033,7346,11.64,5.083333333333333
77,10:23:45,28.376888364561864,7677,13.38,5.25
78,10:23:46,29.22978591905487,7918,12.44,4.925
79,10:23:47,30.107648211629435,8680,17.88,4.55
80,10:23:48,31.015071441874056,9065,71.61,4.632352941176471
81,10:23:49,31.94892382240447,9266,152.35,4.469402985074627
82,10:23:50,32.912492476184944,9546,299.91,4.40943012211669
83,10:23:51,33.906916980590495,9941,657.08,4.4406141367323295
84,10:23:52,34.93459702512718,10118,772.36,4.442689530685921
85,10:23:53,35.989486553967176,10355,987.55,4.478934817170111
86,10:23:54,37.08413789999851,10648,1127.59,4.495595489781536
87,10:23:55,38.207953699919706,10916,1271.32,4.500159948816378
88,10:23:56,39.374486249375316,11255,1393.72,4.563791008505468
89,10:23:57,40.57264413287423,11329,1469.74,4.582468281430219
90,10:23:58,41.81196609888185,11710,1553.53,4.601004464285714
91,10:23:59,43.09281970952327,11490,1594.76,4.608532518065592
92,10:24:00,44.413385463109606,11764,1613.50,4.590909090909091
93,10:24:01,45.77649541789789,11921,1694.57,4.613502935420744
94,10:24:02,47.186137662501125,12116,1830.43,4.635085574572127
95,10:24:03,48.64000116408118,11814,1834.13,4.645873786407767
96,10:24:04,50.14539341294533,12158,1834.10,4.6255264389330835
97,10:24:05,51.69710426802806,11999,1901.79,4.656687754179846
98,10:24:06,53.301915402827525,11906,1979.05,4.649861878453039
99,10:24:07,54.959784976195685,11818,1939.12,4.6663778162911616
100,10:24:08,56.67345907768574,11714,2059.92,4.637580299785867
101,10:24:09,58.446246562862186,11297,2085.92,4.650979083222074
102,10:24:10,60.2807540228748,11137,2011.60,4.670249355116079
103,10:24:11,62.173541357837564,10681,2080.42,4.656450234942333
104,10:24:12,64.13833099012832,10565,2079.86,4.64438444924406
105,10:24:13,66.16723907903133,10235,2071.85,4.6629572498898195
106,10:24:14,68.26434799062577,9903,2020.18,4.679253472222222
107,10:24:15,70.44022535479226,9698,2061.37,4.681848852901484
108,10:24:16,72.68982811177547,9249,1998.67,4.691833410888785
109,10:24:17,75.01864527399245,8758,1914.21,4.676372155287818
110,10:24:18,77.4369083491084,8312,2002.86,4.761618589743589
111,10:24:19,79.93324038385029,7969,1958.20,4.8212566201251805
112,10:24:20,82.52745251723226,7601,1857.71,4.82170731707317
113,10:24:21,85.21768745295157,7142,1827.42,4.8010986203372505
114,10:24:22,88.0013807067664,6588,1754.94,4.812278481012658
115,10:24:23,90.88852465839297,6206,1762.44,4.881436314363143
116,10:24:24,93.8922228619082,5786,1652.48,4.881995477671
117,10:24:25,97.00267026760807,5382,1582.95,4.920059880239521
118,10:24:26,100.23054616673521,5094,1490.49,4.942079207920792
119,10:24:27,103.58761519229904,4806,1356.08,4.93503937007874
120,10:24:28,107.06504098228542,4398,1361.22,4.944791666666666
121,10:24:29,110.6875948609987,4204,1290.33,4.992581602373887
122,10:24:30,114.46486055046971,3930,1200.00,5.014796310530361
123,10:24:31,118.36182832507062,3864,1165.42,5.0534934497816595
124,10:24:32,122.45185475739504,3546,1021.46,4.96894832275612
125,10:24:33,126.77976920754979,3926,985.04,4.959384460141272
126,10:24:34,131.26256713400025,5345,884.88,5.021325796505653
127,10:24:35,135.85252362455702,8052,872.27,5.160555555555556
128,10:24:36,140.5697134530618,9960,803.26,5.19668911335578
129,10:24:37,145.50915042318064,10620,798.64,5.15839243498818
130,10:24:38,150.66410206898146,10046,756.33,5.050397877984085
131,10:24:39,156.03745221900246,8331,676.25,5.029310344827586
132,10:24:40,161.64296142969562,6362,649.25,5.123844121532365
133,10:24:41,167.52639496672165,3930,677.08,5.145675675675676
134,10:24:42,173.66916598829374,2225,823.56,5.012249827467219
135,10:24:43,180.1568740626446,1505,1300.38,4.8475544922913345
1,10:24:44,3.136194669945977,939,1678.81,4.71089164785553
2,10:24:45,3.2280203315631093,606,1975.71,4.657051282051282
3,10:24:46,3.3222561483879334,431,1834.90,4.666030534351145
4,10:24:47,3.4191257933369013,294,1167.77,4.788205980066445
5,10:24:48,3.520248782558142,255,544.18,4.9676470588235295
6,10:24:49,3.6226633256357776,174,228.81,5.024647887323944
7,10:24:50,3.728434194024846,149,63.37,5.105263157894737
8,10:24:51,3.8373637512611545,134,34.03,5.138888888888889
9,10:24:52,3.94858579991357,122,16.17,5.113636363636363
10,10:24:53,4.0639030745829245,115,9.87,5.4375
11,10:24:54,4.1824850588853835,113,7.14,5.75
12,10:24:55,4.306154597602735,109,1.78,5.416666666666667
13,10:24:56,4.431201718865597,114,2.67,5.75
14,10:24:57,4.559533123617437,85,3.57,5.583333333333333
15,10:24:58,4.692736767540751,84,2.67,5.25
16,10:24:59,4.83003924626866,87,2.67,5.75
17,10:25:00,4.969549938569201,60,0.89,0
18,10:25:01,5.116045712906061,70,0.00,0
19,10:25:02,5.264949105911334,69,0.00,5.75
20,10:25:03,5.419588597816196,55,1.78,5.416666666666667
21,10:25:04,5.580308138203357,51,2.67,0
22,10:25:05,5.738815271375464,47,0.00,5.25
23,10:25:06,5.908794053465353,67,0.89,5.25
24,10:25:07,6.078180174004195,47,0.90,5.25
25,10:25:08,6.257901442244219,59,0.89,5.25
26,10:25:09,6.439491601487785,57,0.89,0
27,10:25:10,6.62804718172043,40,0.00,5.25
28,10:25:11,6.824008224864868,44,0.89,0
29,10:25:12,7.018070857905971,46,0.00,0
30,10:25:13,7.229093148535564,64,0.00,0
31,10:25:14,7.438231446766173,58,0.00,0
32,10:25:15,7.6565686769230785,56,0.00,5.75
33,10:25:16,7.881270541703243,61,1.78,5.75
34,10:25:17,8.1102275628692,72,0.89,0
35,10:25:18,8.353758153679653,90,0.00,5.75
36,10:25:19,8.592743454125408,88,0.89,0
37,10:25:20,8.848181578730905,108,0.00,5.75
38,10:25:21,9.106210186304137,104,3.58,0
39,10:25:22,9.375921579313344,138,0.00,0
40,10:25:23,9.648037632352935,131,0.00,0
41,10:25:24,9.930301019821604,153,0.00,0
42,10:25:25,10.225112247787608,217,0.00,0
43,10:25:26,10.522483476808457,243,0.00,0
44,10:25:27,10.830863436871278,264,0.00,0
45,10:25:28,11.149840254545454,302,0.00,6.0
46,10:25:29,11.478586911829865,344,1.80,0
47,10:25:30,11.815344872851798,454,0.00,4.5
48,10:25:31,12.160523274534308,486,1.79,4.75
49,10:25:32,12.520219389931574,574,0.90,5.25
50,10:25:33,12.887150023176552,669,0.89,0
51,10:25:34,13.266611625036843,740,0.00,5.75
52,10:25:35,13.658324030133507,897,0.89,4.75
53,10:25:36,14.059532928604018,985,0.89,5.25
54,10:25:37,14.473741636923538,1071,0.89,5.25
55,10:25:38,14.901437919514443,1218,1.79,5.25
56,10:25:39,15.341375873640297,1460,1.79,5.25
57,10:25:40,15.793539731555523,1639,2.68,0
58,10:25:41,16.260294404545032,1762,0.00,5.25
59,10:25:42,16.738906095211295,1975,0.90,0
60,10:25:43,17.23457493460945,2183,0.00,0
61,10:25:44,17.744968145210017,2430,0.00,0
62,10:25:45,18.27036622267314,2662,0.00,0
63,10:25:46,18.8122997688591,2912,0.00,4.75
64,10:25:47,19.36963650379756,3169,0.89,0
65,10:25:48,19.944257352658344,3371,0.00,0
66,10:25:49,20.53541163325851,3776,0.00,0
67,10:25:50,21.145292116819746,4020,0.00,5.25
68,10:25:51,21.774073501570992,4398,0.89,5.0
69,10:25:52,22.42171763886009,4753,1.78,4.5
70,10:25:53,23.09054360643387,5046,1.78,5.035714285714286
71,10:25:54,23.77937491157193,5558,6.24,4.75
72,10:25:55,24.488165509532163,5829,3.57,4.678571428571429
73,10:25:56,25.218769294948345,6205,6.24,5.0625
74,10:25:57,25.973550739681798,6644,7.13,5.392857142857143
75,10:25:58,26.74942239939812,6699,6.25,5.102941176470588
76,10:25:59,27.551859919868033,7486,15.19,5.194444444444445
77,10:26:00,28.376888364561864,7688,8.02,4.791666666666667
78,10:26:01,29.22978591905487,7963,10.73,4.926470588235294
79,10:26:02,30.107648211629435,8306,15.20,4.5854430379746836
80,10:26:03,31.015071441874056,8841,70.61,4.669871794871795
81,10:26:04,31.94892382240447,9188,139.47,4.503993610223642
82,10:26:05,32.912492476184944,9125,279.95,4.478245363766049
83,10:26:06,33.906916980590495,9481,624.89,4.630636604774536
84,10:26:07,34.93459702512718,9938,674.08,4.533268101761252
85,10:26:08,35.989486553967176,10234,912.01,4.522146847565842
86,10:26:09,37.08413789999851,10248,1116.78,4.610429447852761
87,10:26:10,38.207953699919706,10264,1169.54,4.60328317373461
88,10:26:11,39.374486249375316,10614,1309.24,4.611386138613861
89,10:26:12,40.57264413287423,10777,1352.57,4.6356566820276495
90,10:26:13,41.81196609888185,10900,1549.87,4.701397326852977
91,10:26:14,43.09281970952327,10940,1468.18,4.678217120181406
92,10:26:15,44.413385463109606,11043,1570.08,4.6948796866256295
93,10:26:16,45.77649541789789,11062,1605.93,4.7032660647902285
94,10:26:17,47.186137662501125,10914,1688.32,4.702430196483971
95,10:26:18,48.64000116408118,10768,1724.80,4.716825902335456
96,10:26:19,50.14539341294533,11075,1679.19,4.735911885245901
97,10:26:20,51.69710426802806,10932,1741.39,4.726813024173656
98,10:26:21,53.301915402827525,10961,1811.33,4.693007662835249
99,10:26:22,54.959784976195685,10843,1865.55,4.725903614457831
100,10:26:23,56.67345907768574,10595,1860.18,4.74671669793621
101,10:26:24,58.446246562862186,9975,1904.28,4.822471061902365
102,10:26:25,60.2807540228748,10154,1779.93,4.7403474903474905
103,10:26:26,62.173541357837564,9966,1855.50,4.753938832252086
104,10:26:27,64.13833099012832,9711,1930.45,4.721922731356694
105,10:26:28,66.16723907903133,9464,1986.73,4.7344810863239575
106,10:26:29,68.26434799062577,9039,1840.64,4.740052108005685
107,10:26:30,70.44022535479226,8933,1896.81,4.736245173745174
108,10:26:31,72.68982811177547,8797,1848.16,4.780295801526718
109,10:26:32,75.01864527399245,8145,1877.86,4.850628140703518
110,10:26:33,77.4369083491084,7679,1780.71,4.851851851851852
111,10:26:34,79.93324038385029,7432,1785.96,4.858286731062532
112,10:26:35,82.52745251723226,7026,1757.98,4.874347939488785
113,10:26:36,85.21768745295157,6479,1711.73,4.88561190738699
114,10:26:37,88.0013807067664,6165,1627.20,4.930023923444976
115,10:26:38,90.88852465839297,5779,1496.84,4.92962308598351
116,10:26:39,93.8922228619082,5533,1515.95,4.951648700063411
117,10:26:40,97.00267026760807,5131,1406.63,4.98042071197411
118,10:26:41,100.23054616673521,4914,1379.56,4.953103448275862
119,10:26:42,103.58761519229904,4438,1299.49,5.019027676620539
120,10:26:43,107.06504098228542,4228,1234.64,5.020895522388059
121,10:26:44,110.6875948609987,3857,1199.99,5.075262308313156
122,10:26:45,114.46486055046971,3744,1101.79,5.022407732864675
123,10:26:46,118.36182832507062,3399,1012.90,5.048598130841121
124,10:26:47,122.45185475739504,3367,958.79,5.045042897998093
125,10:26:48,126.77976920754979,3553,941.84,5.190753045404208
126,10:26:49,131.26256713400025,4920,804.47,5.223715651135006
127,10:26:50,135.85252362455702,7171,749.77,5.216470588235294
128,10:26:51,140.5697134530618,9095,761.07,5.2
129,10:26:52,145.50915042318064,9811,736.01,5.103174603174603
130,10:26:53,150.66410206898146,9552,674.94,5.102537722908093
131,10:26:54,156.03745221900246,7937,653.73,5.041845493562231
132,10:26:55,161.64296142969562,5787,626.64,5.08235294117647
133,10:26:56,167.52639496672165,3941,608.86,5.1191983122362865
134,10:26:57,173.66916598829374,2438,850.90,5.020389419544452
135,10:26:58,180.1568740626446,1432,1223.66,4.919366825208086
1,10:26:59,3.136194669945977,961,1506.72,4.749749874937469
2,10:27:00,3.2280203315631093,579,1787.13,4.687037037037037
3,10:27:01,3.3222561483879334,420,1689.94,4.688405797101449
4,10:27:02,3.4191257933369013,279,1107.49,4.8126102292768955
5,10:27:03,3.520248782558142,217,506.67,4.946335078534031
6,10:27:04,3.6226633256357776,164,170.99,5.083333333333333
7,10:27:05,3.728434194024846,172,72.57,5.367647058823529
8,10:27:06,3.8373637512611545,125,30.35,5.216666666666667
9,10:27:07,3.94858579991357,127,13.35,5.375
10,10:27:08,4.0639030745829245,109,3.56,5.5
11,10:27:09,4.1824850588853835,110,3.58,5.5
12,10:27:10,4.306154597602735,77,3.57,5.583333333333333
13,10:27:11,4.431201718865597,90,2.68,5.5
14,10:27:12,4.559533123617437,89,1.79,5.25
15,10:27:13,4.692736767540751,72,1.78,5.375
16,10:27:14,4.83003924626866,86,3.58,5.5
17,10:27:15,4.969549938569201,80,1.79,5.25
18,10:27:16,5.116045712906061,63,0.89,4.75
19,10:27:17,5.264949105911334,72,0.90,0
20,10:27:18,5.419588597816196,54,0.00,5.25
21,10:27:19,5.580308138203357,51,0.89,5.25
22,10:27:20,5.738815271375464,62,0.89,4.75
23,10:27:21,5.908794053465353,51,0.89,5.75
24,10:27:22,6.078180174004195,48,1.78,5.25
25,10:27:23,6.257901442244219,42,0.89,5.25
26,10:27:24,6.439491601487785,64,1.77,0
27,10:27:25,6.62804718172043,51,0.00,5.5
28,10:27:26,6.824008224864868,39,1.79,5.25
29,10:27:27,7.018070857905971,59,1.78,5.25
30,10:27:28,7.229093148535564,67,1.78,5.25
31,10:27:29,7.438231446766173,60,1.79,5.75
32,10:27:30,7.6565686769230785,52,1.78,0
33,10:27:31,7.881270541703243,59,0.00,5.25
34,10:27:32,8.1102275628692,59,0.89,5.75
35,10:27:33,8.353758153679653,79,0.89,0
36,10:27:34,8.592743454125408,75,0.00,0
37,10:27:35,8.848181578730905,96,0.00,5.25
38,10:27:36,9.106210186304137,98,0.89,5.5
39,10:27:37,9.375921579313344,113,1.78,5.25
40,10:27:38,9.648037632352935,156,0.89,0
41,10:27:39,9.930301019821604,170,0.00,0
42,10:27:40,10.225112247787608,229,0.00,6.25
43,10:27:41,10.522483476808457,253,0.89,5.75
44,10:27:42,10.830863436871278,286,0.90,0
45,10:27:43,11.149840254545454,296,0.00,0
46,10:27:44,11.478586911829865,406,0.00,5.25
47,10:27:45,11.815344872851798,419,0.89,5.25
48,10:27:46,12.160523274534308,452,0.89,0
49,10:27:47,12.520219389931574,515,0.00,0
50,10:27:48,12.887150023176552,630,0.00,0
51,10:27:49,13.266611625036843,649,0.00,5.25
52,10:27:50,13.658324030133507,857,0.89,0
53,10:27:51,14.059532928604018,961,0.00,5.25
54,10:27:52,14.473741636923538,1067,0.89,5.25
55,10:27:53,14.901437919514443,1204,0.89,5.75
56,10:27:54,15.341375873640297,1430,0.89,5.75
57,10:27:55,15.793539731555523,1512,1.79,0
58,10:27:56,16.260294404545032,1714,0.00,0
59,10:27:57,16.738906095211295,1888,0.00,0
60,10:27:58,17.23457493460945,2143,0.00,0
61,10:27:59,17.744968145210017,2421,0.00,5.25
62,10:28:00,18.27036622267314,2624,0.90,5.75
63,10:28:01,18.8122997688591,2872,0.89,0
64,10:28:02,19.36963650379756,3090,0.00,0
65,10:28:03,19.944257352658344,3452,0.00,0
66,10:28:04,20.53541163325851,3741,0.00,4.75
67,10:28:05,21.145292116819746,4006,0.89,0
68,10:28:06,21.774073501570992,4371,0.00,5.0
69,10:28:07,22.42171763886009,4694,1.79,0
70,10:28:08,23.09054360643387,5113,0.00,4.75
71,10:28:09,23.77937491157193,5588,4.41,4.416666666666667
72,10:28:10,24.488165509532163,5792,5.36,5.138888888888889
73,10:28:11,25.218769294948345,6131,8.03,5.25
74,10:28:12,25.973550739681798,6700,8.92,4.892857142857143
75,10:28:13,26.74942239939812,7013,6.27,5.25
76,10:28:14,27.551859919868033,7641,10.70,5.0
77,10:28:15,28.376888364561864,7658,10.70,5.0
78,10:28:16,29.22978591905487,7959,10.70,5.0
79,10:28:17,30.107648211629435,8343,10.70,5.0
80,10:28:18,31.015071441874056,8758,10.70,5.0
81,10:28:19,31.94892382240447,9198,10.70,5.0
82,10:28:20,32.912492476184944,9532,10.70,5.0
